id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop,ano_arquivo
"260173,0",2020-01-01,quarta-feira,16:10:00,SC,282,"388,9",JOACABA,Falta de Atenção à Condução,Colisão com objeto estático,Sem Vítimas,Pleno dia,Decrescente,Nublado,Simples,Curva,Não,1,0,0,0,1,0,0,1,-27.179003,-51.531616,SPRF-SC,DEL07-SC,UOP05-DEL07-SC,2020
"260265,0",2020-01-02,quinta-feira,02:00:00,SC,101,"363,0",SANGAO,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Viaduto;Declive;Reta,Não,6,0,2,0,3,1,2,5,-28.67634681,-49.12963202,SPRF-SC,DEL02-SC,UOP01-DEL02-SC,2020
"260268,0",2020-01-02,quinta-feira,04:15:00,SC,280,"111,0",SAO BENTO DO SUL,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Rotatória;Declive;Curva,Sim,3,0,2,0,0,2,2,3,-26.31295828,-49.38837778,SPRF-SC,DEL06-SC,UOP03-DEL06-SC,2020
"260405,0",2020-01-02,quinta-feira,16:50:00,SC,282,"520,7",XAXIM,Falta de Atenção à Condução,Colisão lateral,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Rotatória,Não,3,0,0,0,2,2,0,4,-26.950415,-52.526096,SPRF-SC,DEL07-SC,UOP01-DEL07-SC,2020
"260416,0",2020-01-02,quinta-feira,15:30:00,SC,470,"121,0",IBIRAMA,Velocidade Incompatível,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Múltipla,Curva,Não,5,0,1,3,1,0,4,2,-27.09550316,-49.52962875,SPRF-SC,DEL04-SC,UOP02-DEL04-SC,2020
"260497,0",2020-01-03,sexta-feira,02:40:00,SC,101,"36,8",JOINVILLE,Ingestão de Álcool,Colisão traseira,Sem Vítimas,Plena Noite,Crescente,Nublado,Dupla,Reta,Sim,2,0,0,0,1,1,0,2,-26.24573198,-48.9101069,SPRF-SC,DEL03-SC,UOP01-DEL03-SC,2020
"260550,0",2020-01-03,sexta-feira,10:40:00,SC,282,"460,0",PONTE SERRADA,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Declive,Não,4,0,2,0,1,2,2,4,-26.856062,-52.03215,SPRF-SC,DEL07-SC,UOP04-DEL07-SC,2020
"260706,0",2020-01-03,sexta-feira,22:15:00,SC,280,"18,2",BALNEARIO BARRA DO SUL,Carga excessiva e/ou mal acondicionada,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Curva,Não,3,0,2,0,0,2,2,3,-26.36432495,-48.66444809,SPRF-SC,DEL03-SC,UOP03-DEL03-SC,2020
"260822,0",2020-01-04,sábado,07:00:00,SC,282,"64,2",RANCHO QUEIMADO,Velocidade Incompatível,Colisão transversal,Com Vítimas Fatais,Pleno dia,Decrescente,Chuva,Simples,Curva,Não,4,1,1,0,1,1,1,3,-27.6971322,-49.05502796,SPRF-SC,DEL01-SC,UOP03-DEL01-SC,2020
"260937,0",2020-01-05,domingo,04:50:00,SC,470,"124,4",LONTRAS,Mal Súbito,Colisão frontal,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Simples,Reta,Não,3,0,0,1,1,1,1,3,-27.113192,-49.529163,SPRF-SC,DEL04-SC,UOP02-DEL04-SC,2020
"261156,0",2020-01-06,segunda-feira,10:50:00,SC,101,"417,8",ARARANGUA,Desobediência às normas de trânsito pelo condutor,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Interseção de Vias,Sim,2,0,0,1,1,0,1,2,-28.97376391,-49.53023409,SPRF-SC,DEL02-SC,UOP02-DEL02-SC,2020
"261261,0",2020-01-06,segunda-feira,15:40:00,SC,470,"237,2",SAO CRISTOVAO DO SUL,Velocidade Incompatível,Saída de leito carroçável,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,2,0,0,0,1,1,0,2,-27.304129,-50.456207,SPRF-SC,DEL05-SC,UOP03-DEL05-SC,2020
"261304,0",2020-01-07,terça-feira,07:20:00,SC,470,"61,7",BLUMENAU,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Sim,2,0,1,0,1,0,1,2,-26.87499978,-49.1818428,SPRF-SC,DEL04-SC,UOP01-DEL04-SC,2020
"261310,0",2020-01-07,terça-feira,07:50:00,SC,101,"218,0",PALHOCA,Desobediência às normas de trânsito pelo condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,3,0,1,1,1,0,2,2,-27.6758601,-48.67052525,SPRF-SC,DEL01-SC,UOP02-DEL01-SC,2020
"261323,0",2020-01-07,terça-feira,08:05:00,SC,101,"134,4",BALNEARIO CAMBORIU,Falta de Atenção do Pedestre,Atropelamento de Pedestre,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,2,1,0,0,1,0,0,2,-27.00218,-48.636433,SPRF-SC,DEL04-SC,UOP03-DEL04-SC,2020
"261349,0",2020-01-07,terça-feira,11:45:00,SC,101,"464,0",PASSO DE TORRES,Carga excessiva e/ou mal acondicionada,Incêndio,Sem Vítimas,Pleno dia,Crescente,Sol,Dupla,Reta,Não,2,0,0,0,1,1,0,2,-29.29207274,-49.76148319,SPRF-RS,DEL03-RS,UOP02-DEL03-RS,2020
"261495,0",2020-01-08,quarta-feira,07:00:00,SC,280,"93,7",CORUPA,Desobediência às normas de trânsito pelo condutor,Colisão traseira,Com Vítimas Feridas,Amanhecer,Crescente,Nevoeiro/Neblina,Simples,Reta,Não,2,0,1,0,1,0,1,2,-26.38472876,-49.30877566,SPRF-SC,DEL06-SC,UOP03-DEL06-SC,2020
"261521,0",2020-01-08,quarta-feira,14:35:00,SC,101,"203,0",SAO JOSE,Desobediência às normas de trânsito pelo condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,1,0,1,2,-27.5650044,-48.61460082,SPRF-SC,DEL01-SC,UOP01-DEL01-SC,2020
"261539,0",2020-01-08,quarta-feira,14:50:00,SC,101,"25,0",JOINVILLE,Falta de Atenção à Condução,Colisão com objeto estático,Sem Vítimas,Pleno dia,Crescente,Nublado,Simples,Reta,Sim,2,0,0,0,1,1,0,2,-26.1834739,-48.9105912,SPRF-SC,DEL03-SC,UOP01-DEL03-SC,2020
"261548,0",2020-01-08,quarta-feira,14:00:00,SC,116,"308,8",CAPAO ALTO,Carga excessiva e/ou mal acondicionada,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Aclive;Curva,Não,2,0,1,0,0,2,1,3,-28.19713229,-50.75889587,SPRF-SC,DEL05-SC,UOP02-DEL05-SC,2020
"261597,0",2020-01-08,quarta-feira,19:30:00,SC,470,"175,0",POUSO REDONDO,Falta de Atenção à Condução,Colisão com objeto estático,Sem Vítimas,Plena Noite,Crescente,Nublado,Simples,Reta,Sim,1,0,0,0,1,0,0,1,-27.25649896,-49.93695974,SPRF-SC,DEL04-SC,UOP02-DEL04-SC,2020
"261632,0",2020-01-09,quinta-feira,06:30:00,SC,280,"91,0",CORUPA,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Decrescente,Nevoeiro/Neblina,Simples,Curva;Declive,Não,2,0,0,1,0,1,1,2,-26.40198057,-49.29053774,SPRF-SC,DEL06-SC,UOP03-DEL06-SC,2020
"261694,0",2020-01-09,quinta-feira,13:01:00,SC,282,"330,5",CAMPOS NOVOS,Ultrapassagem Indevida,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,0,1,0,0,2,1,3,-27.387941,-51.116081,SPRF-SC,DEL07-SC,UOP06-DEL07-SC,2020
"261829,0",2020-01-10,sexta-feira,05:30:00,SC,282,"464,0",PONTE SERRADA,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Simples,Reta;Aclive,Não,4,0,1,0,2,1,1,3,-26.852072,-52.068142,SPRF-SC,DEL07-SC,UOP04-DEL07-SC,2020
"261858,0",2020-01-10,sexta-feira,07:50:00,SC,280,"178,8",MAFRA,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,4,0,3,0,0,1,3,2,-26.1159948,-49.7865526,SPRF-SC,DEL06-SC,UOP01-DEL06-SC,2020
"261923,0",2020-01-10,sexta-feira,15:20:00,SC,116,"221,0",CORREIA PINTO,Defeito Mecânico no Veículo,Danos eventuais,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,1,0,1,0,0,0,1,1,-27.58573399,-50.36555188,SPRF-SC,DEL05-SC,UOP03-DEL05-SC,2020
"261942,0",2020-01-10,sexta-feira,16:16:00,SC,282,"332,5",CAMPOS NOVOS,Condutor Dormindo,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Reta,Não,5,0,3,0,1,1,3,5,-27.390564,-51.125843,SPRF-SC,DEL07-SC,UOP06-DEL07-SC,2020
"261945,0",2020-01-10,sexta-feira,15:20:00,SC,101,"98,0",BARRA VELHA,Mal Súbito,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,2,0,1,0,1,0,1,2,-26.73760897,-48.69918789,SPRF-SC,DEL03-SC,UOP02-DEL03-SC,2020
"261969,0",2020-01-10,sexta-feira,19:30:00,SC,101,"132,9",BALNEARIO CAMBORIU,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Reta,Sim,2,0,0,1,1,0,1,2,-26.99654133,-48.65564711,SPRF-SC,DEL04-SC,UOP03-DEL04-SC,2020
"262015,0",2020-01-10,sexta-feira,23:00:00,SC,282,"411,8",CATANDUVAS,Falta de Atenção à Condução,Tombamento,Sem Vítimas,Plena Noite,Decrescente,Chuva,Simples,Curva,Não,1,0,0,0,1,0,0,1,-27.059202,-51.680046,SPRF-SC,DEL07-SC,UOP05-DEL07-SC,2020
"262156,0",2020-01-11,sábado,12:20:00,SC,116,"144,8",SANTA CECILIA,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Curva,Não,3,0,3,0,0,0,3,1,-26.99398389,-50.39844506,SPRF-SC,DEL06-SC,UOP02-DEL06-SC,2020
"262333,0",2020-01-12,domingo,13:20:00,SC,101,"264,4",PAULO LOPES,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Não,4,0,1,1,1,1,2,3,-28.05149404,-48.71632789,SPRF-SC,DEL02-SC,UOP03-DEL02-SC,2020
"262385,0",2020-01-12,domingo,16:50:00,SC,101,"156,0",PORTO BELO,Carga excessiva e/ou mal acondicionada,Colisão com objeto estático,Sem Vítimas,Pleno dia,Decrescente,Sol,Simples,Reta,Não,2,0,0,0,1,1,0,2,-27.172272,-48.61170204,SPRF-SC,DEL04-SC,UOP03-DEL04-SC,2020
"262516,0",2020-01-13,segunda-feira,08:04:00,SC,101,"144,0",ITAPEMA,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,-27.0732659,-48.59672716,SPRF-SC,DEL04-SC,UOP03-DEL04-SC,2020
"262539,0",2020-01-13,segunda-feira,07:45:00,SC,282,"344,6",CAMPOS NOVOS,Desobediência às normas de trânsito pelo condutor,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,6,0,0,0,6,0,0,2,-27.381166,-51.240082,SPRF-SC,DEL07-SC,UOP06-DEL07-SC,2020
"262557,0",2020-01-13,segunda-feira,10:45:00,SC,280,"220,8",TRES BARRAS,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,3,0,1,0,2,0,1,2,-26.17118856,-50.26466388,SPRF-SC,DEL06-SC,UOP04-DEL06-SC,2020
"262589,0",2020-01-13,segunda-feira,11:00:00,SC,470,"99,7",APIUNA,Falta de Atenção à Condução,Engavetamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,5,0,1,0,4,0,1,3,-27.037956,-49.393417,SPRF-SC,DEL04-SC,UOP01-DEL04-SC,2020
"262619,0",2020-01-13,segunda-feira,11:30:00,SC,282,"666,4",SAO MIGUEL DO OESTE,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Fatais,Pleno dia,Decrescente,Sol,Simples,Reta,Não,3,1,0,1,1,0,1,2,-26.652016,-53.609444,SPRF-SC,DEL07-SC,UOP03-DEL07-SC,2020
"262623,0",2020-01-13,segunda-feira,16:15:00,SC,280,"54,9",GUARAMIRIM,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,1,0,1,2,-26.47539893,-48.983748,SPRF-SC,DEL03-SC,UOP03-DEL03-SC,2020
"262647,0",2020-01-13,segunda-feira,16:20:00,SC,282,"32,1",SANTO AMARO DA IMPERATRIZ,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,4,0,2,0,0,2,2,2,-27.70167287,-48.80101204,SPRF-SC,DEL01-SC,UOP03-DEL01-SC,2020
"262747,0",2020-01-14,terça-feira,09:40:00,SC,470,"53,7",BLUMENAU,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Sim,2,0,1,0,1,0,1,2,-26.87098985,-49.10720766,SPRF-SC,DEL04-SC,UOP01-DEL04-SC,2020
"262782,0",2020-01-14,terça-feira,10:20:00,SC,101,"269,0",IMBITUBA,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,2,0,0,1,1,0,1,2,-28.09417595,-48.70917593,SPRF-SC,DEL02-SC,UOP03-DEL02-SC,2020
"262864,0",2020-01-14,terça-feira,17:40:00,SC,480,"128,7",CHAPECO,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Viaduto,Não,2,0,0,1,1,0,1,2,-27.03781899,-52.63432603,SPRF-SC,DEL07-SC,UOP01-DEL07-SC,2020
"262871,0",2020-01-14,terça-feira,20:00:00,SC,101,"137,0",BALNEARIO CAMBORIU,Não guardar distância de segurança,Colisão lateral,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,-27.0157238,-48.61192763,SPRF-SC,DEL04-SC,UOP03-DEL04-SC,2020
"262903,0",2020-01-15,quarta-feira,05:25:00,SC,470,"113,0",IBIRAMA,Defeito Mecânico no Veículo,Tombamento,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,2,0,0,0,1,1,0,2,-27.091105,-49.470123,SPRF-SC,DEL04-SC,UOP02-DEL04-SC,2020
"262920,0",2020-01-15,quarta-feira,07:30:00,SC,101,"162,0",TIJUCAS,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Interseção de Vias,Sim,2,0,1,0,1,0,1,2,-27.22554009,-48.6279367,SPRF-SC,DEL04-SC,UOP03-DEL04-SC,2020
"262941,0",2020-01-15,quarta-feira,11:20:00,SC,101,"119,0",ITAJAI,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,3,0,0,1,1,2,1,4,-26.9043179,-48.71555481,SPRF-SC,DEL04-SC,UOP04-DEL04-SC,2020
"262956,0",2020-01-15,quarta-feira,13:30:00,SC,101,"206,4",SAO JOSE,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Múltipla,Reta,Sim,3,0,0,1,2,0,1,3,-27.59664314,-48.61968398,SPRF-SC,DEL01-SC,UOP01-DEL01-SC,2020
"262959,0",2020-01-15,quarta-feira,13:35:00,SC,282,"512,0",XANXERE,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Aclive;Reta,Não,4,0,1,0,3,0,1,3,-26.910799,-52.472099,SPRF-SC,DEL07-SC,UOP01-DEL07-SC,2020
"263050,0",2020-01-16,quinta-feira,05:35:00,SC,470,"88,0",ASCURRA,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Amanhecer,Decrescente,Nublado,Simples,Curva,Não,2,0,1,0,0,1,1,2,-26.955355,-49.373169,SPRF-SC,DEL04-SC,UOP01-DEL04-SC,2020
"263080,0",2020-01-15,quarta-feira,10:30:00,SC,116,"148,9",SANTA CECILIA,Velocidade Incompatível,Saída de leito carroçável,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,1,0,0,0,1,0,0,1,-27.01294927,-50.42072296,SPRF-SC,DEL06-SC,UOP02-DEL06-SC,2020
"263093,0",2020-01-16,quinta-feira,08:10:00,SC,101,"136,0",BALNEARIO CAMBORIU,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Declive;Reta,Não,4,0,0,1,3,0,1,3,-27.008113,-48.617245,SPRF-SC,DEL04-SC,UOP03-DEL04-SC,2020
"263110,0",2020-01-16,quinta-feira,08:30:00,SC,101,"268,0",PAULO LOPES,Agressão Externa,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Garoa/Chuvisco,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-28.08560929,-48.71071908,SPRF-SC,DEL02-SC,UOP03-DEL02-SC,2020
"263124,0",2020-01-16,quinta-feira,10:15:00,SC,101,"87,6",BARRA VELHA,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Interseção de Vias,Sim,2,0,1,0,1,0,1,2,-26.65333197,-48.68752241,SPRF-SC,DEL03-SC,UOP02-DEL03-SC,2020
"263140,0",2020-01-16,quinta-feira,13:25:00,SC,282,"72,0",RANCHO QUEIMADO,Velocidade Incompatível,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Curva,Não,2,0,1,0,1,0,1,2,-27.683439,-49.105259,SPRF-SC,DEL01-SC,UOP03-DEL01-SC,2020
"263177,0",2020-01-16,quinta-feira,14:00:00,SC,280,"305,9",PORTO UNIAO,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Reta,Não,2,0,0,1,1,0,1,2,-26.26625102,-51.05981502,SPRF-SC,DEL06-SC,UOP04-DEL06-SC,2020
"263203,0",2020-01-16,quinta-feira,18:00:00,SC,470,"163,3",TROMBUDO CENTRAL,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Reta,Não,2,0,1,0,1,0,1,2,-27.278976,-49.825996,SPRF-SC,DEL04-SC,UOP02-DEL04-SC,2020
"263206,0",2020-01-16,quinta-feira,16:45:00,SC,470,"165,0",POUSO REDONDO,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Aclive,Não,5,0,3,0,1,1,3,3,-27.27668904,-49.84285008,SPRF-SC,DEL04-SC,UOP02-DEL04-SC,2020
"263230,0",2020-01-16,quinta-feira,19:20:00,SC,282,"371,0",ERVAL VELHO,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Garoa/Chuvisco,Simples,Curva,Não,2,0,1,0,0,1,1,2,-27.259993,-51.442684,SPRF-SC,DEL07-SC,UOP05-DEL07-SC,2020
"263237,0",2020-01-16,quinta-feira,20:30:00,SC,470,"89,2",ASCURRA,Ingestão de álcool e/ou substâncias psicoativas pelo pedestre,Colisão lateral,Sem Vítimas,Plena Noite,Decrescente,Chuva,Simples,Reta,Sim,2,0,0,0,2,0,0,2,-26.961573,-49.371918,SPRF-SC,DEL04-SC,UOP01-DEL04-SC,2020
"263240,0",2020-01-16,quinta-feira,23:40:00,SC,101,"96,0",BARRA VELHA,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Não,4,0,2,0,1,1,2,3,-26.718427,-48.70233,SPRF-SC,DEL03-SC,UOP02-DEL03-SC,2020
"263296,0",2020-01-17,sexta-feira,07:55:00,SC,101,"243,0",PALHOCA,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,3,0,1,0,1,1,1,3,-27.88419902,-48.64750077,SPRF-SC,DEL01-SC,UOP02-DEL01-SC,2020
"263319,0",2020-01-17,sexta-feira,07:40:00,SC,282,"535,1",CHAPECO,Desobediência às normas de trânsito pelo condutor,Colisão lateral,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Dupla,Interseção de Vias,Sim,2,1,0,0,1,0,0,2,-26.998245,-52.643768,SPRF-SC,DEL07-SC,UOP01-DEL07-SC,2020
"263371,0",2020-01-17,sexta-feira,14:45:00,SC,470,"45,0",GASPAR,Velocidade Incompatível,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Interseção de Vias,Não,5,0,2,1,1,1,3,3,-26.867064,-49.031109,SPRF-SC,DEL04-SC,UOP01-DEL04-SC,2020
"263380,0",2020-01-17,sexta-feira,14:45:00,SC,101,"350,0",JAGUARUNA,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Interseção de Vias;Declive;Viaduto;Reta,Não,5,0,2,0,0,3,2,3,-28.58988203,-49.04517307,SPRF-SC,DEL02-SC,UOP01-DEL02-SC,2020
"263418,0",2020-01-17,sexta-feira,18:30:00,SC,101,"55,8",JOINVILLE,Não guardar distância de segurança,Engavetamento,Com Vítimas Feridas,Anoitecer,Crescente,Nublado,Dupla,Aclive,Não,3,0,1,0,2,0,1,3,-26.42280898,-48.82977496,SPRF-SC,DEL03-SC,UOP01-DEL03-SC,2020
"263435,0",2020-01-17,sexta-feira,16:30:00,SC,282,"156,0",BOM RETIRO,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,3,0,1,0,2,0,1,2,-27.746881,-49.715881,SPRF-SC,DEL05-SC,UOP01-DEL05-SC,2020
"263452,0",2020-01-17,sexta-feira,19:20:00,SC,280,"54,8",GUARAMIRIM,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Reta,Sim,2,0,1,0,1,0,1,2,-26.47539893,-48.983748,SPRF-SC,DEL03-SC,UOP03-DEL03-SC,2020
"263553,0",2020-01-18,sábado,10:30:00,SC,101,"119,0",ITAJAI,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,5,0,1,1,1,2,2,4,-26.9043179,-48.71555481,SPRF-SC,DEL04-SC,UOP04-DEL04-SC,2020
"263560,0",2020-01-18,sábado,10:55:00,SC,101,"336,0",TUBARAO,Não guardar distância de segurança,Engavetamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Ponte,Não,8,0,3,0,4,1,3,5,-28.47311347,-49.02437375,SPRF-SC,DEL02-SC,UOP01-DEL02-SC,2020
"263561,0",2020-01-18,sábado,11:25:00,SC,101,"335,8",TUBARAO,Defeito Mecânico no Veículo,Incêndio,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,2,0,0,0,1,1,0,2,-28.4811433,-49.0346653,SPRF-SC,DEL02-SC,UOP01-DEL02-SC,2020
"263567,0",2020-01-18,sábado,11:10:00,SC,101,"157,0",PORTO BELO,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,1,0,1,0,1,2,-27.181625,-48.6121179,SPRF-SC,DEL04-SC,UOP03-DEL04-SC,2020
"263609,0",2020-01-18,sábado,16:10:00,SC,101,"1,3",GARUVA,Desobediência às normas de trânsito pelo condutor,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta,Sim,3,0,1,0,1,3,1,5,-25.98895627,-48.88356133,SPRF-SC,DEL03-SC,UOP01-DEL03-SC,2020
"263633,0",2020-01-18,sábado,18:00:00,SC,153,"68,7",IRANI,Desobediência às normas de trânsito pelo condutor,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Aclive,Não,5,0,2,0,2,2,2,5,-27.033516,-51.879311,SPRF-SC,DEL07-SC,UOP04-DEL07-SC,2020
"263634,0",2020-01-18,sábado,17:10:00,SC,158,"123,7",CAIBI,Ingestão de Álcool,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,3,0,1,0,1,1,1,3,-26.95782405,-53.20419073,SPRF-SC,DEL07-SC,UOP02-DEL07-SC,2020
"263673,0",2020-01-18,sábado,21:45:00,SC,101,"201,9",SAO JOSE,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Múltipla,Reta,Não,3,0,1,0,1,2,1,4,-27.54836599,-48.61977975,SPRF-SC,DEL01-SC,UOP01-DEL01-SC,2020
"263723,0",2020-01-19,domingo,04:15:00,SC,101,"8,9",GARUVA,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Reta,Sim,3,0,2,0,0,1,2,2,-26.044942,-48.859703,SPRF-SC,DEL03-SC,UOP01-DEL03-SC,2020
"263782,0",2020-01-19,domingo,10:15:00,SC,282,"436,4",IRANI,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Interseção de Vias,Não,5,0,2,0,2,2,2,4,-26.970835,-51.851101,SPRF-SC,DEL07-SC,UOP04-DEL07-SC,2020
"263833,0",2020-01-19,domingo,17:35:00,SC,101,"215,6",PALHOCA,Não guardar distância de segurança,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Aclive;Reta,Sim,3,0,0,1,1,1,1,3,-27.65184843,-48.67604941,SPRF-SC,DEL01-SC,UOP02-DEL01-SC,2020
"263857,0",2020-01-19,domingo,17:00:00,SC,470,"269,0",BRUNOPOLIS,Velocidade Incompatível,Tombamento,Sem Vítimas,Pleno dia,Crescente,Nublado,Simples,Curva,Não,2,0,0,0,1,1,0,2,-27.31153613,-50.74464798,SPRF-SC,DEL05-SC,UOP03-DEL05-SC,2020
"263917,0",2020-01-19,domingo,21:20:00,SC,282,"542,0",CHAPECO,Ingestão de Álcool,Colisão frontal,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,0,1,1,0,2,-27.001301,-52.707569,SPRF-SC,DEL07-SC,UOP01-DEL07-SC,2020
